2-way Stats,Danceability,Energy,Valence,Loudness,Tempo,Time Signature,Instramentalness,Acousticness
Statistic,1.7177145221473051,-1.2281008496004204,-0.16122296828707938,0.05247303323711093,-0.8981398713281225,0.027159338167585825,-0.13528430770993577,-1.5816785778282796
p-value,0.09216313503660886,0.22527568561080577,0.8725807002149067,0.9583651243694247,0.3735031402136392,0.9784429597992222,0.8929413120714665,0.12015706267216023
