1-way Stats,Danceability,Energy,Valence,Loudness,Tempo,Time Signature,Instramentalness,Acousticness
Statistic,2.5544019748912454,0.9814637233758734,0.026978714481827336,0.002023933951842899,0.6995531948861173,0.0009565857247976452,0.013454263297834003,1.9311946259176433
p-value,0.11051564100956919,0.3222383851139703,0.8695882797675786,0.9641317699938854,0.403267954878615,0.9753367050445565,0.9076974150624151,0.16514494321261228
