,Song Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instramentalness,Liveness,Valence,Tempo,Type,ID,URI,Track Href,Analysis URL,Duration (ms),Time Signature
30,青と夏,0.31,0.891,4,-1.66,1,0.0469,0.00157,0.0,0.284,0.748,184.886,audio_features,5BC6kr6etk2Y9J62AyI4i3,spotify:track:5BC6kr6etk2Y9J62AyI4i3,https://api.spotify.com/v1/tracks/5BC6kr6etk2Y9J62AyI4i3,https://api.spotify.com/v1/audio-analysis/5BC6kr6etk2Y9J62AyI4i3,270027,4
31,I Love...,0.54,0.706,9,-5.235,1,0.0543,0.0171,0.0,0.225,0.385,172.021,audio_features,4pRqq3MwcqitKqNO8rOrOb,spotify:track:4pRqq3MwcqitKqNO8rOrOb,https://api.spotify.com/v1/tracks/4pRqq3MwcqitKqNO8rOrOb,https://api.spotify.com/v1/audio-analysis/4pRqq3MwcqitKqNO8rOrOb,282027,4
32,Turning Up,0.769,0.817,1,-5.409,1,0.103,0.0225,1.03e-06,0.244,0.896,118.021,audio_features,4zdQmfTLWgGd5mAX4MUIaX,spotify:track:4zdQmfTLWgGd5mAX4MUIaX,https://api.spotify.com/v1/tracks/4zdQmfTLWgGd5mAX4MUIaX,https://api.spotify.com/v1/audio-analysis/4zdQmfTLWgGd5mAX4MUIaX,182633,4
33,Yummy,0.662,0.519,9,-6.554,0,0.106,0.404,0.0,0.121,0.495,145.841,audio_features,41L3O37CECZt3N7ziG2z7l,spotify:track:41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/tracks/41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/audio-analysis/41L3O37CECZt3N7ziG2z7l,210427,4
34,bad guy,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
35,Closing Ceremony,0.228,0.524,9,-8.759,0,0.0405,0.937,0.796,0.292,0.218,118.124,audio_features,3c17D6let3Z5PKNatNLBnM,spotify:track:3c17D6let3Z5PKNatNLBnM,https://api.spotify.com/v1/tracks/3c17D6let3Z5PKNatNLBnM,https://api.spotify.com/v1/audio-analysis/3c17D6let3Z5PKNatNLBnM,89640,3
36,ハッピーエンド,0.359,0.648,6,-3.36,0,0.0373,0.047,2.43e-06,0.16,0.336,78.308,audio_features,0ssEfLe9aqPhMmLXKqBw6J,spotify:track:0ssEfLe9aqPhMmLXKqBw6J,https://api.spotify.com/v1/tracks/0ssEfLe9aqPhMmLXKqBw6J,https://api.spotify.com/v1/audio-analysis/0ssEfLe9aqPhMmLXKqBw6J,314147,4
37,Walking with you,0.422,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,audio_features,7tGDXCPLpAScEwmqab9YZd,spotify:track:7tGDXCPLpAScEwmqab9YZd,https://api.spotify.com/v1/tracks/7tGDXCPLpAScEwmqab9YZd,https://api.spotify.com/v1/audio-analysis/7tGDXCPLpAScEwmqab9YZd,223187,4
38,ワタリドリ,0.454,0.966,9,-3.423,1,0.156,0.00233,0.0,0.246,0.409,134.99,audio_features,1LAeF5obe85aCbgfuzvX0n,spotify:track:1LAeF5obe85aCbgfuzvX0n,https://api.spotify.com/v1/tracks/1LAeF5obe85aCbgfuzvX0n,https://api.spotify.com/v1/audio-analysis/1LAeF5obe85aCbgfuzvX0n,251760,4
39,366日,0.378,0.426,8,-7.314,1,0.0308,0.675,0.0,0.207,0.184,152.03,audio_features,22aZD7yaGYfhgCYazL4nbc,spotify:track:22aZD7yaGYfhgCYazL4nbc,https://api.spotify.com/v1/tracks/22aZD7yaGYfhgCYazL4nbc,https://api.spotify.com/v1/audio-analysis/22aZD7yaGYfhgCYazL4nbc,352507,4
40,小さな恋のうた,0.403,0.778,11,-4.856,1,0.0395,0.00203,0.0,0.227,0.628,115.581,audio_features,23atyJacJVHvB9RHBNhr35,spotify:track:23atyJacJVHvB9RHBNhr35,https://api.spotify.com/v1/tracks/23atyJacJVHvB9RHBNhr35,https://api.spotify.com/v1/audio-analysis/23atyJacJVHvB9RHBNhr35,222640,4
41,今夜このまま,0.441,0.852,1,-3.595,1,0.0383,0.0254,0.0,0.0862,0.64,104.855,audio_features,0sSG83UxY15ft1E2N9THYF,spotify:track:0sSG83UxY15ft1E2N9THYF,https://api.spotify.com/v1/tracks/0sSG83UxY15ft1E2N9THYF,https://api.spotify.com/v1/audio-analysis/0sSG83UxY15ft1E2N9THYF,238093,4
42,点描の唄,0.502,0.632,0,-4.612,1,0.0273,0.447,0.0,0.103,0.308,152.014,audio_features,1sIIlVrnPhrvmTrHtzM7tV,spotify:track:1sIIlVrnPhrvmTrHtzM7tV,https://api.spotify.com/v1/tracks/1sIIlVrnPhrvmTrHtzM7tV,https://api.spotify.com/v1/audio-analysis/1sIIlVrnPhrvmTrHtzM7tV,307067,4
43,Wherever you are,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,audio_features,0YAMQSmHk6BSUGTYpaoqTJ,spotify:track:0YAMQSmHk6BSUGTYpaoqTJ,https://api.spotify.com/v1/tracks/0YAMQSmHk6BSUGTYpaoqTJ,https://api.spotify.com/v1/audio-analysis/0YAMQSmHk6BSUGTYpaoqTJ,295600,4
44,ハルノヒ,0.591,0.673,9,-2.445,1,0.0294,0.263,0.0,0.109,0.525,106.956,audio_features,7GYGVDPbi0zQUBIkuOPAY0,spotify:track:7GYGVDPbi0zQUBIkuOPAY0,https://api.spotify.com/v1/tracks/7GYGVDPbi0zQUBIkuOPAY0,https://api.spotify.com/v1/audio-analysis/7GYGVDPbi0zQUBIkuOPAY0,326867,4
45,愛をこめて花束を,0.341,0.827,7,-2.836,1,0.0466,0.0957,0.00161,0.0746,0.422,161.986,audio_features,0vciFgccaS4HTPNGSttKbU,spotify:track:0vciFgccaS4HTPNGSttKbU,https://api.spotify.com/v1/tracks/0vciFgccaS4HTPNGSttKbU,https://api.spotify.com/v1/audio-analysis/0vciFgccaS4HTPNGSttKbU,296627,4
46,打上花火,0.625,0.668,6,-4.315,1,0.0249,0.288,0.0,0.107,0.292,95.968,audio_features,4IouQaO9GkaHC7AtMErdSa,spotify:track:4IouQaO9GkaHC7AtMErdSa,https://api.spotify.com/v1/tracks/4IouQaO9GkaHC7AtMErdSa,https://api.spotify.com/v1/audio-analysis/4IouQaO9GkaHC7AtMErdSa,289578,4
47,新宝島,0.551,0.919,7,-3.484,0,0.074,0.0013,0.00638,0.352,0.652,157.989,audio_features,4a48lWUd64bZgHUDx0GZlj,spotify:track:4a48lWUd64bZgHUDx0GZlj,https://api.spotify.com/v1/tracks/4a48lWUd64bZgHUDx0GZlj,https://api.spotify.com/v1/audio-analysis/4a48lWUd64bZgHUDx0GZlj,305000,4
48,ロマンチシズム,0.598,0.878,10,-3.144,1,0.0634,0.0038,0.0,0.0468,0.901,125.529,audio_features,0JcI7OdALbpSFkyKoufRYs,spotify:track:0JcI7OdALbpSFkyKoufRYs,https://api.spotify.com/v1/tracks/0JcI7OdALbpSFkyKoufRYs,https://api.spotify.com/v1/audio-analysis/0JcI7OdALbpSFkyKoufRYs,213613,4
49,奏(かなで),0.519,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,audio_features,5RbMlPFL4gVyEHW2lEOuzG,spotify:track:5RbMlPFL4gVyEHW2lEOuzG,https://api.spotify.com/v1/tracks/5RbMlPFL4gVyEHW2lEOuzG,https://api.spotify.com/v1/audio-analysis/5RbMlPFL4gVyEHW2lEOuzG,328627,4
