,Song Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instramentalness,Liveness,Valence,Tempo,Type,ID,URI,Track Href,Analysis URL,Duration (ms),Time Signature
10,93% [Tijuana],0.803,0.686,9,-5.222,1,0.0639,0.621,0.0,0.181,0.797,136.055,audio_features,45mzuuUWaRRLwIDifDferf,spotify:track:45mzuuUWaRRLwIDifDferf,https://api.spotify.com/v1/tracks/45mzuuUWaRRLwIDifDferf,https://api.spotify.com/v1/audio-analysis/45mzuuUWaRRLwIDifDferf,222806,4
11,Côte Ouest,0.771,0.594,8,-7.961,1,0.0945,0.501,0.0,0.181,0.581,152.039,audio_features,2amrInRmNzmt4Etb6Yn1er,spotify:track:2amrInRmNzmt4Etb6Yn1er,https://api.spotify.com/v1/tracks/2amrInRmNzmt4Etb6Yn1er,https://api.spotify.com/v1/audio-analysis/2amrInRmNzmt4Etb6Yn1er,233280,4
12,Woin Woin,0.899,0.64,3,-7.148,1,0.288,0.165,0.0,0.0813,0.702,130.026,audio_features,0Ecm3TMuREDnBWbYKx3XZb,spotify:track:0Ecm3TMuREDnBWbYKx3XZb,https://api.spotify.com/v1/tracks/0Ecm3TMuREDnBWbYKx3XZb,https://api.spotify.com/v1/audio-analysis/0Ecm3TMuREDnBWbYKx3XZb,172933,4
13,Oui ou non,0.649,0.574,2,-7.856,1,0.143,0.635,1.28e-05,0.161,0.361,199.906,audio_features,7rBP4bLjMLNkix1nGHjheP,spotify:track:7rBP4bLjMLNkix1nGHjheP,https://api.spotify.com/v1/tracks/7rBP4bLjMLNkix1nGHjheP,https://api.spotify.com/v1/audio-analysis/7rBP4bLjMLNkix1nGHjheP,196800,4
14,Roses - Imanbek Remix,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,audio_features,7fPuWrlpwDcHm5aHCH5D9t,spotify:track:7fPuWrlpwDcHm5aHCH5D9t,https://api.spotify.com/v1/tracks/7fPuWrlpwDcHm5aHCH5D9t,https://api.spotify.com/v1/audio-analysis/7fPuWrlpwDcHm5aHCH5D9t,176219,4
15,God Bless (feat. Damso),0.861,0.572,11,-9.98,1,0.116,0.00947,0.000751,0.0639,0.232,82.51,audio_features,1NPCzLUr7hczTXX2Z5Azt9,spotify:track:1NPCzLUr7hczTXX2Z5Azt9,https://api.spotify.com/v1/tracks/1NPCzLUr7hczTXX2Z5Azt9,https://api.spotify.com/v1/audio-analysis/1NPCzLUr7hczTXX2Z5Azt9,161743,4
16,Jamais,0.641,0.673,6,-7.017,0,0.0857,0.429,0.0,0.105,0.785,149.974,audio_features,2MCAs3ttHSuDm1RHL0rqTF,spotify:track:2MCAs3ttHSuDm1RHL0rqTF,https://api.spotify.com/v1/tracks/2MCAs3ttHSuDm1RHL0rqTF,https://api.spotify.com/v1/audio-analysis/2MCAs3ttHSuDm1RHL0rqTF,192107,4
17,La vie qu'on mène,0.8,0.756,7,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,audio_features,0Jh6iWjna1wk5le0Ahn7No,spotify:track:0Jh6iWjna1wk5le0Ahn7No,https://api.spotify.com/v1/tracks/0Jh6iWjna1wk5le0Ahn7No,https://api.spotify.com/v1/audio-analysis/0Jh6iWjna1wk5le0Ahn7No,193444,3
18,RITMO (Bad Boys For Life),0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,6cy3ki60hLwimwIje7tALf,spotify:track:6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/tracks/6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/audio-analysis/6cy3ki60hLwimwIje7tALf,221714,4
19,Ride It,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4
20,Hé oh,0.832,0.591,7,-5.481,1,0.147,0.0684,0.000368,0.196,0.537,104.996,audio_features,1bWafkUCOp6luXRs1cm3w9,spotify:track:1bWafkUCOp6luXRs1cm3w9,https://api.spotify.com/v1/tracks/1bWafkUCOp6luXRs1cm3w9,https://api.spotify.com/v1/audio-analysis/1bWafkUCOp6luXRs1cm3w9,178416,4
21,Bâtiment,0.663,0.702,8,-6.793,1,0.136,0.293,0.0,0.0741,0.645,168.118,audio_features,7FF6HRsQlc0CtfAbLmrEGX,spotify:track:7FF6HRsQlc0CtfAbLmrEGX,https://api.spotify.com/v1/tracks/7FF6HRsQlc0CtfAbLmrEGX,https://api.spotify.com/v1/audio-analysis/7FF6HRsQlc0CtfAbLmrEGX,211013,4
22,Falling,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,audio_features,4TnjEaWOeW0eKTKIEvJyCa,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa,159382,4
